Runs continuously. Clunky but so what?
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 16:25,192.168.193.90,32,281,313
10-11-15 16:25,192.168.193.91,108,687,795
10-11-15 16:25,192.168.193.92,151,668,819
10-11-15 16:25,192.168.193.93,198,826,1024
10-11-15 16:25,All,489,2462,2951
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 16:40,192.168.193.90,25,252,277
10-11-15 16:40,192.168.193.91,101,643,744
10-11-15 16:40,192.168.193.92,134,630,764
10-11-15 16:40,192.168.193.93,188,772,960
10-11-15 16:40,All,448,2297,2745
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 16:55,192.168.193.90,16,229,245
10-11-15 16:55,192.168.193.91,78,654,732
10-11-15 16:55,192.168.193.92,112,581,693
10-11-15 16:55,192.168.193.93,153,691,844
10-11-15 16:55,All,359,2155,2514
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 17:10,192.168.193.90,12,200,212
10-11-15 17:10,192.168.193.91,58,603,661
10-11-15 17:10,192.168.193.92,82,515,597
10-11-15 17:10,192.168.193.93,125,660,785
10-11-15 17:10,All,277,1978,2255
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 17:25,192.168.193.90,10,163,173
10-11-15 17:25,192.168.193.91,49,552,601
10-11-15 17:25,192.168.193.92,61,509,570
10-11-15 17:25,192.168.193.93,103,683,786
10-11-15 17:25,All,223,1907,2130
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 17:40,192.168.193.90,7,154,161
10-11-15 17:40,192.168.193.91,39,562,601
10-11-15 17:40,192.168.193.92,49,467,516
10-11-15 17:40,192.168.193.93,74,656,730
10-11-15 17:40,All,169,1839,2008
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 17:55,192.168.193.90,5,159,164
10-11-15 17:55,192.168.193.91,22,559,581
10-11-15 17:55,192.168.193.92,27,442,469
10-11-15 17:55,192.168.193.93,55,579,634
10-11-15 17:55,All,109,1739,1848
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 18:10,192.168.193.90,2,147,149
10-11-15 18:10,192.168.193.91,19,523,542
10-11-15 18:10,192.168.193.92,20,449,469
10-11-15 18:10,192.168.193.93,49,580,629
10-11-15 18:10,All,90,1699,1789
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 18:25,192.168.193.90,2,127,129
10-11-15 18:25,192.168.193.91,16,503,519
10-11-15 18:25,192.168.193.92,19,436,455
10-11-15 18:25,192.168.193.93,52,594,646
10-11-15 18:25,All,89,1660,1749
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 18:40,192.168.193.90,2,108,110
10-11-15 18:40,192.168.193.91,17,499,516
10-11-15 18:40,192.168.193.92,17,422,439
10-11-15 18:40,192.168.193.93,48,548,596
10-11-15 18:40,All,84,1577,1661
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 18:55,192.168.193.90,2,107,109
10-11-15 18:55,192.168.193.91,15,510,525
10-11-15 18:55,192.168.193.92,19,407,426
10-11-15 18:55,192.168.193.93,46,575,621
10-11-15 18:55,All,82,1599,1681
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 19:10,192.168.193.90,2,101,103
10-11-15 19:10,192.168.193.91,15,495,510
10-11-15 19:10,192.168.193.92,15,385,400
10-11-15 19:10,192.168.193.93,42,560,602
10-11-15 19:10,All,74,1541,1615
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 19:25,192.168.193.90,1,95,96
10-11-15 19:25,192.168.193.91,15,499,514
10-11-15 19:25,192.168.193.92,13,360,373
10-11-15 19:25,192.168.193.93,32,543,575
10-11-15 19:25,All,61,1497,1558
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 19:40,192.168.193.90,1,92,93
10-11-15 19:40,192.168.193.91,16,496,512
10-11-15 19:40,192.168.193.92,14,384,398
10-11-15 19:40,192.168.193.93,31,553,584
10-11-15 19:40,All,62,1525,1587
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 19:55,192.168.193.90,1,92,93
10-11-15 19:55,192.168.193.91,17,468,485
10-11-15 19:55,192.168.193.92,14,353,367
10-11-15 19:55,192.168.193.93,31,561,592
10-11-15 19:55,All,63,1474,1537
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 20:10,192.168.193.90,1,97,98
10-11-15 20:10,192.168.193.91,12,478,490
10-11-15 20:10,192.168.193.92,11,370,381
10-11-15 20:10,192.168.193.93,22,550,572
10-11-15 20:10,All,46,1495,1541
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 20:25,192.168.193.90,0,84,84
10-11-15 20:25,192.168.193.91,12,474,486
10-11-15 20:25,192.168.193.92,10,369,379
10-11-15 20:25,192.168.193.93,19,541,560
10-11-15 20:25,All,41,1468,1509
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 20:40,192.168.193.90,0,82,82
10-11-15 20:40,192.168.193.91,9,464,473
10-11-15 20:40,192.168.193.92,11,378,389
10-11-15 20:40,192.168.193.93,19,540,559
10-11-15 20:40,All,39,1464,1503
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 20:55,192.168.193.90,0,83,83
10-11-15 20:55,192.168.193.91,9,441,450
10-11-15 20:55,192.168.193.92,10,380,390
10-11-15 20:55,192.168.193.93,17,550,567
10-11-15 20:55,All,36,1454,1490
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 21:10,192.168.193.90,0,74,74
10-11-15 21:10,192.168.193.91,7,455,462
10-11-15 21:10,192.168.193.92,11,358,369
10-11-15 21:10,192.168.193.93,17,529,546
10-11-15 21:10,All,35,1416,1451
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 21:25,192.168.193.90,0,79,79
10-11-15 21:25,192.168.193.91,2,437,439
10-11-15 21:25,192.168.193.92,2,353,355
10-11-15 21:25,192.168.193.93,8,524,532
10-11-15 21:25,All,12,1393,1405
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 21:40,192.168.193.90,0,77,77
10-11-15 21:40,192.168.193.91,1,447,448
10-11-15 21:40,192.168.193.92,1,359,360
10-11-15 21:40,192.168.193.93,7,508,515
10-11-15 21:40,All,9,1391,1400
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 21:55,192.168.193.90,0,80,80
10-11-15 21:55,192.168.193.91,1,426,427
10-11-15 21:55,192.168.193.92,1,356,357
10-11-15 21:55,192.168.193.93,7,514,521
10-11-15 21:55,All,9,1376,1385
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 22:10,192.168.193.90,0,79,79
10-11-15 22:10,192.168.193.91,1,439,440
10-11-15 22:10,192.168.193.92,1,349,350
10-11-15 22:10,192.168.193.93,7,499,506
10-11-15 22:10,All,9,1366,1375
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 22:25,192.168.193.90,0,74,74
10-11-15 22:25,192.168.193.91,1,440,441
10-11-15 22:25,192.168.193.92,1,347,348
10-11-15 22:25,192.168.193.93,7,498,505
10-11-15 22:25,All,9,1359,1368
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 22:40,192.168.193.90,0,80,80
10-11-15 22:40,192.168.193.91,1,437,438
10-11-15 22:40,192.168.193.92,1,343,344
10-11-15 22:40,192.168.193.93,8,491,499
10-11-15 22:40,All,10,1351,1361
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 22:55,192.168.193.90,0,82,82
10-11-15 22:55,192.168.193.91,2,433,435
10-11-15 22:55,192.168.193.92,2,348,350
10-11-15 22:55,192.168.193.93,7,495,502
10-11-15 22:55,All,11,1358,1369
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 23:10,192.168.193.90,0,78,78
10-11-15 23:10,192.168.193.91,1,432,433
10-11-15 23:10,192.168.193.92,2,358,360
10-11-15 23:10,192.168.193.93,7,486,493
10-11-15 23:10,All,10,1354,1364
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 23:25,192.168.193.90,0,79,79
10-11-15 23:25,192.168.193.91,1,452,453
10-11-15 23:25,192.168.193.92,2,322,324
10-11-15 23:25,192.168.193.93,8,487,495
10-11-15 23:25,All,11,1340,1351
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 23:40,192.168.193.90,0,80,80
10-11-15 23:40,192.168.193.91,1,446,447
10-11-15 23:40,192.168.193.92,2,331,333
10-11-15 23:40,192.168.193.93,7,496,503
10-11-15 23:40,All,10,1353,1363
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
10-11-15 23:55,192.168.193.90,0,81,81
10-11-15 23:55,192.168.193.91,1,450,451
10-11-15 23:55,192.168.193.92,1,331,332
10-11-15 23:55,192.168.193.93,8,492,500
10-11-15 23:55,All,10,1354,1364
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 00:10,192.168.193.90,0,85,85
11-11-15 00:10,192.168.193.91,1,456,457
11-11-15 00:10,192.168.193.92,1,363,364
11-11-15 00:10,192.168.193.93,7,539,546
11-11-15 00:10,All,9,1443,1452
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 00:25,192.168.193.90,0,76,76
11-11-15 00:25,192.168.193.91,1,468,469
11-11-15 00:25,192.168.193.92,1,367,368
11-11-15 00:25,192.168.193.93,7,533,540
11-11-15 00:25,All,9,1444,1453
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 00:40,192.168.193.90,0,74,74
11-11-15 00:40,192.168.193.91,1,457,458
11-11-15 00:40,192.168.193.92,1,323,324
11-11-15 00:40,192.168.193.93,7,517,524
11-11-15 00:40,All,9,1371,1380
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 00:55,192.168.193.90,0,82,82
11-11-15 00:55,192.168.193.91,1,452,453
11-11-15 00:55,192.168.193.92,1,334,335
11-11-15 00:55,192.168.193.93,7,500,507
11-11-15 00:55,All,9,1368,1377
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 01:10,192.168.193.90,0,75,75
11-11-15 01:10,192.168.193.91,2,429,431
11-11-15 01:10,192.168.193.92,1,341,342
11-11-15 01:10,192.168.193.93,7,475,482
11-11-15 01:10,All,10,1320,1330
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 01:25,192.168.193.90,0,71,71
11-11-15 01:25,192.168.193.91,1,427,428
11-11-15 01:25,192.168.193.92,1,328,329
11-11-15 01:25,192.168.193.93,7,475,482
11-11-15 01:25,All,9,1301,1310
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 01:40,192.168.193.90,0,77,77
11-11-15 01:40,192.168.193.91,1,441,442
11-11-15 01:40,192.168.193.92,1,330,331
11-11-15 01:40,192.168.193.93,7,488,495
11-11-15 01:40,All,9,1336,1345
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 01:55,192.168.193.90,0,77,77
11-11-15 01:55,192.168.193.91,1,447,448
11-11-15 01:55,192.168.193.92,1,332,333
11-11-15 01:55,192.168.193.93,7,478,485
11-11-15 01:55,All,9,1334,1343
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 02:10,192.168.193.90,1,79,80
11-11-15 02:10,192.168.193.91,1,464,465
11-11-15 02:10,192.168.193.92,1,335,336
11-11-15 02:10,192.168.193.93,7,475,482
11-11-15 02:10,All,10,1353,1363
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 02:25,192.168.193.90,0,69,69
11-11-15 02:25,192.168.193.91,1,439,440
11-11-15 02:25,192.168.193.92,1,318,319
11-11-15 02:25,192.168.193.93,7,445,452
11-11-15 02:25,All,9,1271,1280
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 02:40,192.168.193.90,0,71,71
11-11-15 02:40,192.168.193.91,2,451,453
11-11-15 02:40,192.168.193.92,1,325,326
11-11-15 02:40,192.168.193.93,7,466,473
11-11-15 02:40,All,10,1313,1323
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 02:55,192.168.193.90,0,79,79
11-11-15 02:55,192.168.193.91,1,429,430
11-11-15 02:55,192.168.193.92,1,325,326
11-11-15 02:55,192.168.193.93,7,473,480
11-11-15 02:55,All,9,1306,1315
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 03:10,192.168.193.90,0,72,72
11-11-15 03:10,192.168.193.91,1,441,442
11-11-15 03:10,192.168.193.92,1,329,330
11-11-15 03:10,192.168.193.93,7,474,481
11-11-15 03:10,All,9,1316,1325
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 03:25,192.168.193.90,0,69,69
11-11-15 03:25,192.168.193.91,1,429,430
11-11-15 03:25,192.168.193.92,1,321,322
11-11-15 03:25,192.168.193.93,7,486,493
11-11-15 03:25,All,9,1305,1314
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 03:40,192.168.193.90,0,73,73
11-11-15 03:40,192.168.193.91,1,430,431
11-11-15 03:40,192.168.193.92,1,329,330
11-11-15 03:40,192.168.193.93,7,480,487
11-11-15 03:40,All,9,1312,1321
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 03:55,192.168.193.90,0,78,78
11-11-15 03:55,192.168.193.91,2,442,444
11-11-15 03:55,192.168.193.92,1,321,322
11-11-15 03:55,192.168.193.93,6,490,496
11-11-15 03:55,All,9,1331,1340
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 04:10,192.168.193.90,0,78,78
11-11-15 04:10,192.168.193.91,2,441,443
11-11-15 04:10,192.168.193.92,1,335,336
11-11-15 04:10,192.168.193.93,7,464,471
11-11-15 04:10,All,10,1318,1328
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 04:25,192.168.193.90,0,67,67
11-11-15 04:25,192.168.193.91,2,431,433
11-11-15 04:25,192.168.193.92,1,334,335
11-11-15 04:25,192.168.193.93,6,450,456
11-11-15 04:25,All,9,1282,1291
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 04:40,192.168.193.90,0,79,79
11-11-15 04:40,192.168.193.91,2,435,437
11-11-15 04:40,192.168.193.92,1,340,341
11-11-15 04:40,192.168.193.93,6,473,479
11-11-15 04:40,All,9,1327,1336
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 04:55,192.168.193.90,0,81,81
11-11-15 04:55,192.168.193.91,1,447,448
11-11-15 04:55,192.168.193.92,1,326,327
11-11-15 04:55,192.168.193.93,6,481,487
11-11-15 04:55,All,8,1335,1343
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 05:10,192.168.193.90,0,77,77
11-11-15 05:10,192.168.193.91,1,446,447
11-11-15 05:10,192.168.193.92,1,329,330
11-11-15 05:10,192.168.193.93,6,464,470
11-11-15 05:10,All,8,1316,1324
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 05:25,192.168.193.90,0,64,64
11-11-15 05:25,192.168.193.91,1,429,430
11-11-15 05:25,192.168.193.92,1,328,329
11-11-15 05:25,192.168.193.93,7,470,477
11-11-15 05:25,All,9,1291,1300
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 05:40,192.168.193.90,0,78,78
11-11-15 05:40,192.168.193.91,2,427,429
11-11-15 05:40,192.168.193.92,1,323,324
11-11-15 05:40,192.168.193.93,7,481,488
11-11-15 05:40,All,10,1309,1319
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 05:55,192.168.193.90,0,75,75
11-11-15 05:55,192.168.193.91,2,437,439
11-11-15 05:55,192.168.193.92,1,333,334
11-11-15 05:55,192.168.193.93,7,473,480
11-11-15 05:55,All,10,1318,1328
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 06:10,192.168.193.90,0,74,74
11-11-15 06:10,192.168.193.92,1,333,334
11-11-15 06:10,192.168.193.93,14,518,532
11-11-15 06:10,All,15,925,940
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 06:24,192.168.193.90,0,70,70
11-11-15 06:24,192.168.193.91,3,435,438
11-11-15 06:24,192.168.193.92,1,317,318
11-11-15 06:24,192.168.193.93,15,475,490
11-11-15 06:24,All,19,1297,1316
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 06:39,192.168.193.90,0,77,77
11-11-15 06:39,192.168.193.91,2,441,443
11-11-15 06:39,192.168.193.92,1,334,335
11-11-15 06:39,192.168.193.93,15,480,495
11-11-15 06:39,All,18,1332,1350
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 06:54,192.168.193.90,0,80,80
11-11-15 06:54,192.168.193.91,2,410,412
11-11-15 06:54,192.168.193.92,1,322,323
11-11-15 06:54,192.168.193.93,17,472,489
11-11-15 06:54,All,20,1284,1304
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 07:09,192.168.193.90,1,81,82
11-11-15 07:09,192.168.193.91,2,451,453
11-11-15 07:09,192.168.193.92,3,331,334
11-11-15 07:09,192.168.193.93,23,509,532
11-11-15 07:09,All,29,1372,1401
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 07:24,192.168.193.90,3,88,91
11-11-15 07:24,192.168.193.91,6,455,461
11-11-15 07:24,192.168.193.92,5,342,347
11-11-15 07:24,192.168.193.93,26,502,528
11-11-15 07:24,All,40,1387,1427
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 07:39,192.168.193.90,5,94,99
11-11-15 07:39,192.168.193.91,21,465,486
11-11-15 07:39,192.168.193.92,18,358,376
11-11-15 07:39,192.168.193.93,56,554,610
11-11-15 07:39,All,100,1471,1571
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 07:54,192.168.193.90,15,130,145
11-11-15 07:54,192.168.193.91,35,519,554
11-11-15 07:54,192.168.193.92,48,416,464
11-11-15 07:54,192.168.193.93,122,620,742
11-11-15 07:54,All,220,1685,1905
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 08:09,192.168.193.90,35,177,212
11-11-15 08:09,192.168.193.91,62,674,736
11-11-15 08:09,192.168.193.92,91,529,620
11-11-15 08:09,192.168.193.93,182,731,913
11-11-15 08:09,All,370,2111,2481
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 08:24,192.168.193.90,40,338,378
11-11-15 08:24,192.168.193.91,100,1001,1101
11-11-15 08:24,192.168.193.92,136,843,979
11-11-15 08:24,192.168.193.93,275,1061,1336
11-11-15 08:24,All,551,3243,3794
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 08:39,192.168.193.90,49,670,719
11-11-15 08:39,192.168.193.91,109,1236,1345
11-11-15 08:39,192.168.193.92,169,1230,1399
11-11-15 08:39,192.168.193.93,322,1520,1842
11-11-15 08:39,All,649,4656,5305
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 08:54,192.168.193.90,50,760,810
11-11-15 08:54,192.168.193.91,130,1261,1391
11-11-15 08:54,192.168.193.92,175,1431,1606
11-11-15 08:54,192.168.193.93,349,1626,1975
11-11-15 08:54,All,704,5078,5782
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 09:09,192.168.193.90,59,799,858
11-11-15 09:09,192.168.193.91,132,1352,1484
11-11-15 09:09,192.168.193.92,213,1497,1710
11-11-15 09:09,192.168.193.93,399,1708,2107
11-11-15 09:09,All,803,5356,6159
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 09:24,192.168.193.90,57,810,867
11-11-15 09:24,192.168.193.91,161,1354,1515
11-11-15 09:24,192.168.193.92,216,1495,1711
11-11-15 09:24,192.168.193.93,400,1745,2145
11-11-15 09:24,All,834,5404,6238
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 09:39,192.168.193.90,52,836,888
11-11-15 09:39,192.168.193.91,161,1396,1557
11-11-15 09:39,192.168.193.92,208,1377,1585
11-11-15 09:39,192.168.193.93,393,1771,2164
11-11-15 09:39,All,814,5380,6194
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 09:54,192.168.193.90,53,831,884
11-11-15 09:54,192.168.193.91,154,1390,1544
11-11-15 09:54,192.168.193.92,206,1451,1657
11-11-15 09:54,192.168.193.93,404,1688,2092
11-11-15 09:54,All,817,5360,6177
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 10:09,192.168.193.90,51,889,940
11-11-15 10:09,192.168.193.91,151,1439,1590
11-11-15 10:09,192.168.193.92,202,1454,1656
11-11-15 10:09,192.168.193.93,391,1670,2061
11-11-15 10:09,All,795,5452,6247
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 10:24,192.168.193.90,48,806,854
11-11-15 10:24,192.168.193.91,151,1438,1589
11-11-15 10:24,192.168.193.92,207,1497,1704
11-11-15 10:24,192.168.193.93,373,1638,2011
11-11-15 10:24,All,779,5379,6158
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 10:39,192.168.193.90,53,789,842
11-11-15 10:39,192.168.193.91,160,1329,1489
11-11-15 10:39,192.168.193.92,205,1418,1623
11-11-15 10:39,192.168.193.93,340,1533,1873
11-11-15 10:39,All,758,5069,5827
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 10:54,192.168.193.90,50,801,851
11-11-15 10:54,192.168.193.91,168,1354,1522
11-11-15 10:54,192.168.193.92,201,1491,1692
11-11-15 10:54,192.168.193.93,348,1682,2030
11-11-15 10:54,All,767,5328,6095
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 11:09,192.168.193.90,49,813,862
11-11-15 11:09,192.168.193.91,158,1430,1588
11-11-15 11:09,192.168.193.92,212,1454,1666
11-11-15 11:09,192.168.193.93,345,1652,1997
11-11-15 11:09,All,764,5349,6113
Press [CTRL+C] to stop..
Hello World - WLC client scan
